text,language,category,text_clean,char_len,category_merged
"অটুট ৬৯ বছরের রেকর্ড, মধ্যপ্রদেশের বিরুদ্ধে মনোজদের বিরাট জয় তালিকার কোথায় থাকল?",bengali,sports,"অটুট ৬৯ বছরের রেকর্ড, মধ্যপ্রদেশের বিরুদ্ধে মনোজদের বিরাট জয় তালিকার কোথায় থাকল?",82,sports
"‘ঘরের ছেলে’র হাতেই বিধ্বস্ত রিয়াল, মাদ্রিদ ডার্বিতে জয় আতলেতিকোর",bengali,sports,"‘ঘরের ছেলে’র হাতেই বিধ্বস্ত রিয়াল, মাদ্রিদ ডার্বিতে জয় আতলেতিকোর",66,sports
"বিদেশে খেলতে গিয়ে পুলিশের সঙ্গে মারপিট ফুটবলারদের! আটক গোলরক্ষক, পরিস্থিতি উত্তপ্ত",bengali,sports,"বিদেশে খেলতে গিয়ে পুলিশের সঙ্গে মারপিট ফুটবলারদের! আটক গোলরক্ষক, পরিস্থিতি উত্তপ্ত",83,sports
এক ম্যাচ হাতে রেখেই দ্বিতীয় রাউন্ড নিশ্চিত করল ব্রাজিল,bengali,sports,এক ম্যাচ হাতে রেখেই দ্বিতীয় রাউন্ড নিশ্চিত করল ব্রাজিল,55,sports
পেরুকে উড়িয়ে দিল ব্রাজিল,bengali,sports,পেরুকে উড়িয়ে দিল ব্রাজিল,26,sports
আর্জেন্টিনা-ক্রোয়েশিয়া ম্যাচের লড়াইয়ে এগিয়ে যারা,bengali,sports,আর্জেন্টিনা-ক্রোয়েশিয়া ম্যাচের লড়াইয়ে এগিয়ে যারা,53,sports
"রাহুলদের বিরুদ্ধে নামার আগেই ধাক্কা অস্ট্রেলিয়ার, বাঁহাতি পেসারকে ছাড়াই খেলবে প্রথম ম্যাচ",bengali,sports,"রাহুলদের বিরুদ্ধে নামার আগেই ধাক্কা অস্ট্রেলিয়ার, বাঁহাতি পেসারকে ছাড়াই খেলবে প্রথম ম্যাচ",91,sports
আইরিশদের গুঁড়িয়ে সিরিজ জিতল বাংলাদেশ,bengali,sports,আইরিশদের গুঁড়িয়ে সিরিজ জিতল বাংলাদেশ,38,sports
এশিয়ান গেমসে ভারতের হকি দলের সোনা জেতার নেপথ্যে মহেন্দ্র সিংহ ধোনি! কী ভাবে?,bengali,sports,এশিয়ান গেমসে ভারতের হকি দলের সোনা জেতার নেপথ্যে মহেন্দ্র সিংহ ধোনি! কী ভাবে?,77,sports
"প্রথম ডিভিশনে ক্লাবগুলির ওঠা-নামা নিয়ে সিদ্ধান্ত হল না, ক্ষুব্ধ মদন",bengali,sports,"প্রথম ডিভিশনে ক্লাবগুলির ওঠা-নামা নিয়ে সিদ্ধান্ত হল না, ক্ষুব্ধ মদন",68,sports
"ভিডিও, যেভাবে শরীর বাঁকিয়ে অর্থ রোজগার করেন গ্যাবনের এক তরুণস্থিতিকাল, 2,16",bengali,sports,"ভিডিও, যেভাবে শরীর বাঁকিয়ে অর্থ রোজগার করেন গ্যাবনের এক তরুণস্থিতিকাল, 2,16",76,sports
"নাগপুরে অভিষেক! তবু রোহিতদের দলে আগেও টেস্ট খেলেছেন ভরত, কী ভাবে?",bengali,sports,"নাগপুরে অভিষেক! তবু রোহিতদের দলে আগেও টেস্ট খেলেছেন ভরত, কী ভাবে?",65,sports
ইনিংস ব্যবধানেই হারল বাংলাদেশ,bengali,sports,ইনিংস ব্যবধানেই হারল বাংলাদেশ,29,sports
"আইপিএলে আগেই ছিটকে গিয়েছেন, এ বার বিশ্বকাপও যেতে বসেছে অধিনায়কের",bengali,sports,"আইপিএলে আগেই ছিটকে গিয়েছেন, এ বার বিশ্বকাপও যেতে বসেছে অধিনায়কের",66,sports
"কোহলি ক্যাচ ফস্কানোয় নজির নেপালের আসিফের, কী কীর্তি গড়লেন তিনি?",bengali,sports,"কোহলি ক্যাচ ফস্কানোয় নজির নেপালের আসিফের, কী কীর্তি গড়লেন তিনি?",65,sports
